Date,Sales Value,Type of Sales
2014-09-01,167981.92,Historical
2014-10-01,180247.58,Historical
2014-11-01,176321.92,Historical
2014-12-01,173247.08,Historical
2015-01-01,125774.84,Historical
2015-02-01,118493.35,Historical
2015-03-01,173780.63,Historical
2015-04-01,133180.43,Historical
2015-05-01,164214.8,Historical
2015-06-01,166063.87,Historical
2015-07-01,162547.33,Historical
2015-08-01,142125.19,Historical
2015-09-01,104670.98,Historical
2015-10-01,88845.56,Historical
2015-11-01,81287.32,Historical
2015-12-01,118653.17,Historical
2012-03-01,466422.56,Historical
2012-04-01,473092.23,Historical
2012-05-01,532503.71,Historical
2012-06-01,521827.44,Historical
2012-07-01,510232.78,Historical
2012-08-01,465427.5,Historical
2012-09-01,410162.86,Historical
2012-10-01,393009.94,Historical
2012-11-01,401135.08,Historical
2012-12-01,424518.37,Historical
2013-01-01,380156.21,Historical
2013-02-01,379735.33,Historical
2013-03-01,428925.24,Historical
2013-04-01,405727.64,Historical
2013-05-01,414559.07,Historical
2013-06-01,427848.69,Historical
2013-07-01,454410.95,Historical
2013-08-01,404169.31,Historical
2013-09-01,370976.07,Historical
2013-10-01,319594.52,Historical
2013-11-01,347007.75,Historical
2013-12-01,363783.55,Historical
2014-01-01,367231.15,Historical
2014-02-01,343403.5,Historical
2014-03-01,384335.14,Historical
2014-04-01,358173.5,Historical
2014-05-01,406042.46,Historical
2014-06-01,373650.69,Historical
2014-07-01,366470.5,Historical
2014-08-01,335041.2,Historical
2014-09-01,295046.1,Historical
2014-10-01,294418.64,Historical
2014-11-01,312692.78,Historical
2014-12-01,309277.29,Historical
2015-01-01,347779.39,Historical
2015-02-01,344933.17,Historical
2015-03-01,427675.76,Historical
2015-04-01,379863.56,Historical
2015-05-01,414781.72,Historical
2015-06-01,429936.72,Historical
2015-07-01,429266.77,Historical
2015-08-01,384384.98,Historical
2015-09-01,335374.01,Historical
2015-10-01,330845.28,Historical
2015-11-01,368504.12,Historical
2015-12-01,349656.03,Historical
2012-03-01,270494.64,Historical
2012-04-01,253116.21,Historical
2012-05-01,291644.9,Historical
2012-06-01,269144.42,Historical
2012-07-01,236747.86,Historical
2012-08-01,208131.85,Historical
2012-09-01,169524.95,Historical
2012-10-01,164321.6,Historical
2012-11-01,178755.62,Historical
2012-12-01,186415.61,Historical
2013-01-01,172546.46,Historical
2013-02-01,212589.15,Historical
2013-03-01,216713.42,Historical
2013-04-01,199528.05,Historical
2013-05-01,203979.28,Historical
2013-06-01,223325.52,Historical
2013-07-01,246870.79,Historical
2013-08-01,204748.84,Historical
2013-09-01,193773.74,Historical
2013-10-01,169689.26,Historical
2013-11-01,174965.94,Historical
2013-12-01,186650.7,Historical
2014-01-01,209206.19,Historical
2014-02-01,199956.63,Historical
2014-03-01,218634.01,Historical
2014-04-01,208833.65,Historical
2014-05-01,245433,Historical
2014-06-01,226993.24,Historical
2014-07-01,220852.1,Historical
2014-08-01,205140.83,Historical
2014-09-01,155670.22,Historical
2014-10-01,173613.3,Historical
2014-11-01,169623.47,Historical
2014-12-01,166604.05,Historical
2015-01-01,172568.28,Historical
2015-02-01,164813.43,Historical
2015-03-01,206453.96,Historical
2015-04-01,183672.95,Historical
2015-05-01,232688.35,Historical
2015-06-01,250559.71,Historical
2015-07-01,237012.63,Historical
2015-08-01,208168.21,Historical
2015-09-01,191464.19,Historical
2015-10-01,188014.83,Historical
2015-11-01,192982.14,Historical
2015-12-01,173929.09,Historical
2012-03-01,377296.91,Historical
2012-04-01,346286.78,Historical
2012-05-01,418022.02,Historical
2012-06-01,437613.2,Historical
2012-07-01,423312.27,Historical
2012-08-01,376784.71,Historical
2012-09-01,308105.23,Historical
2012-10-01,296917.15,Historical
2012-11-01,311550.17,Historical
2012-12-01,346733.68,Historical
2013-01-01,284094.02,Historical
2013-02-01,287288.24,Historical
2013-03-01,332781.26,Historical
2013-04-01,314651.98,Historical
2013-05-01,334323.8,Historical
2013-06-01,360392.62,Historical
2013-07-01,391605.98,Historical
2013-08-01,326301.88,Historical
2013-09-01,302732.03,Historical
2013-10-01,272882.64,Historical
2013-11-01,292649.25,Historical
2013-12-01,327547.91,Historical
2014-01-01,317598.92,Historical
2014-02-01,313440.05,Historical
2014-03-01,338519.08,Historical
2014-04-01,324298.28,Historical
2014-05-01,364046.51,Historical
2014-06-01,346507.99,Historical
2014-07-01,352473.51,Historical
2014-08-01,314216.88,Historical
2014-09-01,264818.77,Historical
2014-10-01,250300.33,Historical
2014-11-01,261085.02,Historical
2014-12-01,278644.76,Historical
2015-01-01,291668.72,Historical
2015-02-01,291743.2,Historical
2015-03-01,362437.73,Historical
2015-04-01,276579.85,Historical
2015-05-01,358799.75,Historical
2015-06-01,371163.32,Historical
2015-07-01,392909.5,Historical
2015-08-01,335452.17,Historical
2015-09-01,282190.18,Historical
2015-10-01,280614.6,Historical
2015-11-01,301319.73,Historical
2015-12-01,298226.87,Historical
2012-03-01,280208.12,Historical
2012-04-01,272264.47,Historical
2012-05-01,332923.26,Historical
2012-06-01,322028.93,Historical
2012-07-01,316859.92,Historical
2012-08-01,300768.36,Historical
2012-09-01,246054.59,Historical
2012-10-01,244066.04,Historical
2012-11-01,259848.09,Historical
2012-12-01,251216.2,Historical
2013-01-01,235378.75,Historical
2013-02-01,227383.63,Historical
2013-03-01,260238.19,Historical
2013-04-01,254202.53,Historical
2013-05-01,258968.09,Historical
2013-06-01,275983.53,Historical
2013-07-01,303131.32,Historical
2013-08-01,255797.81,Historical
2013-09-01,246072.63,Historical
2013-10-01,228009.84,Historical
2013-11-01,220560.83,Historical
2013-12-01,245565.97,Historical
2014-01-01,255807.17,Historical
2014-02-01,239905.08,Historical
2014-03-01,264813.57,Historical
2014-04-01,268114.35,Historical
2014-05-01,298042.12,Historical
2014-06-01,295987.84,Historical
2014-07-01,281669.79,Historical
2014-08-01,259733.73,Historical
2014-09-01,215525.49,Historical
2014-10-01,239854.44,Historical
2014-11-01,233456.68,Historical
2014-12-01,235610.34,Historical
2015-01-01,223327.13,Historical
2015-02-01,220671.54,Historical
2015-03-01,271968.45,Historical
2015-04-01,255526.05,Historical
2015-05-01,309688.94,Historical
2015-06-01,331471.86,Historical
2015-07-01,325994.59,Historical
2015-08-01,290343,Historical
2015-09-01,248951.61,Historical
2015-10-01,206751.81,Historical
2015-11-01,232364.47,Historical
2015-12-01,219707.41,Historical
2012-03-01,433134.33,Historical
2012-04-01,400160.85,Historical
2012-05-01,414809.31,Historical
2012-06-01,416210.92,Historical
2012-07-01,412677.09,Historical
2012-08-01,389711.87,Historical
2012-09-01,323306.38,Historical
2012-10-01,304436.21,Historical
2012-11-01,329980.11,Historical
2012-12-01,338796.94,Historical
2013-01-01,291719.85,Historical
2013-02-01,282199.26,Historical
2013-03-01,319896.7,Historical
2013-04-01,291686.79,Historical
2013-05-01,318400.94,Historical
2013-06-01,350940.34,Historical
2013-07-01,375227.76,Historical
2013-08-01,327814.01,Historical
2013-09-01,295093.65,Historical
2013-10-01,275821.6,Historical
2013-11-01,304665.44,Historical
2013-12-01,328121.28,Historical
2014-01-01,320334.89,Historical
2014-02-01,300816.76,Historical
2014-03-01,320349.52,Historical
2014-04-01,296555.42,Historical
2014-05-01,321272.45,Historical
2014-06-01,314779.68,Historical
2014-07-01,327867.05,Historical
2014-08-01,289696.15,Historical
2014-09-01,240522.49,Historical
2014-10-01,263665.27,Historical
2014-11-01,271723.8,Historical
2014-12-01,278236.91,Historical
2015-01-01,289511.37,Historical
2015-02-01,279325.93,Historical
2015-03-01,349473.79,Historical
2015-04-01,285345.7,Historical
2015-05-01,343673.33,Historical
2015-06-01,356135.73,Historical
2015-07-01,349567.14,Historical
2015-08-01,311880.5,Historical
2015-09-01,278775.35,Historical
2015-10-01,289030.41,Historical
2015-11-01,310971.65,Historical
2015-12-01,291425.3,Historical
2012-03-01,435112.65,Historical
2012-04-01,437472.03,Historical
2012-05-01,514457.32,Historical
2012-06-01,493528.85,Historical
2012-07-01,485422.08,Historical
2012-08-01,458685.23,Historical
2012-09-01,408192.12,Historical
2012-10-01,394558.28,Historical
2012-11-01,400660.51,Historical
2012-12-01,386262.62,Historical
2013-01-01,364901.83,Historical
2013-02-01,358741.09,Historical
2013-03-01,399990.5,Historical
2013-04-01,405972.3,Historical
2013-05-01,412987.3,Historical
2013-06-01,434747.81,Historical
2013-07-01,476491.52,Historical
2013-08-01,411565.84,Historical
2013-09-01,399235.25,Historical
2013-10-01,340402.14,Historical
2013-11-01,360863.19,Historical
2013-12-01,350934.05,Historical
2014-01-01,306056.76,Historical
2014-02-01,306485.92,Historical
2014-03-01,326310.19,Historical
2014-04-01,336818.09,Historical
2014-05-01,349759.44,Historical
2014-06-01,343728.65,Historical
2014-07-01,332810.89,Historical
2014-08-01,321809.92,Historical
2014-09-01,269859.72,Historical
2014-10-01,270511.02,Historical
2014-11-01,277080.88,Historical
2014-12-01,264000.79,Historical
2015-01-01,334724.04,Historical
2015-02-01,338905.81,Historical
2015-03-01,414555.42,Historical
2015-04-01,392598.27,Historical
2015-05-01,440123.15,Historical
2015-06-01,477629.16,Historical
2015-07-01,443838.38,Historical
2015-08-01,401231.36,Historical
2015-09-01,364686.74,Historical
2015-10-01,257694.89,Historical
2015-11-01,300558.92,Historical
2015-12-01,279564.66,Historical
2012-03-01,449507.53,Historical
2012-04-01,437703.58,Historical
2012-05-01,481217.22,Historical
2012-06-01,481399.33,Historical
2012-07-01,508663.06,Historical
2012-08-01,469779.8,Historical
2012-09-01,420825.78,Historical
2012-10-01,396262.65,Historical
2012-11-01,405489.98,Historical
2012-12-01,410623.67,Historical
2013-01-01,384841.36,Historical
2013-02-01,365353.62,Historical
2013-03-01,409133.79,Historical
2013-04-01,391270.45,Historical
2013-05-01,411974.35,Historical
2013-06-01,435962.35,Historical
2013-07-01,489108.21,Historical
2013-08-01,422482.4,Historical
2013-09-01,412033.72,Historical
2013-10-01,347226.79,Historical
2013-11-01,382321.94,Historical
2013-12-01,392615.62,Historical
2014-01-01,389700.87,Historical
2014-02-01,375011.87,Historical
2014-03-01,400633.74,Historical
2014-04-01,397379.15,Historical
2014-05-01,456512.51,Historical
2014-06-01,414613.54,Historical
2014-07-01,401480.3,Historical
2014-08-01,374641.38,Historical
2014-09-01,311002.18,Historical
2014-10-01,343900.73,Historical
2014-11-01,341300.71,Historical
2014-12-01,336879.21,Historical
2015-01-01,371421.54,Historical
2015-02-01,363347.88,Historical
2015-03-01,454695.58,Historical
2015-04-01,407863.32,Historical
2015-05-01,481972.75,Historical
2015-06-01,504169.06,Historical
2015-07-01,494668.43,Historical
2015-08-01,423622.79,Historical
2015-09-01,379691.93,Historical
2015-10-01,360233.47,Historical
2015-11-01,396642.28,Historical
2015-12-01,364177.58,Historical
2012-03-01,504370.25,Historical
2012-04-01,477172.75,Historical
2012-05-01,562787.48,Historical
2012-06-01,536499.3,Historical
2012-07-01,493826.27,Historical
2012-08-01,438143.02,Historical
2012-09-01,379282.82,Historical
2012-10-01,378372.29,Historical
2012-11-01,378463.46,Historical
2012-12-01,378721.67,Historical
2013-01-01,350415.48,Historical
2013-02-01,361071.61,Historical
2013-03-01,395551.22,Historical
2013-04-01,366979.2,Historical
2013-05-01,390320.46,Historical
2013-06-01,418358.72,Historical
2013-07-01,448614.5,Historical
2013-08-01,382061.59,Historical
2013-09-01,368280.7,Historical
2013-10-01,323367.96,Historical
2013-11-01,340087.95,Historical
2013-12-01,357718.43,Historical
2014-01-01,375709.8,Historical
2014-02-01,377274.01,Historical
2014-03-01,424348.2,Historical
2014-04-01,411584.95,Historical
2014-05-01,467595.7,Historical
2014-06-01,456213.93,Historical
2014-07-01,442599.76,Historical
2014-08-01,405145.67,Historical
2014-09-01,327274.06,Historical
2014-10-01,344096.67,Historical
2014-11-01,347450.9,Historical
2014-12-01,351933.21,Historical
2015-01-01,322434.86,Historical
2015-02-01,316898.74,Historical
2015-03-01,402679.51,Historical
2015-04-01,372959.63,Historical
2015-05-01,436673.04,Historical
2015-06-01,481638.38,Historical
2015-07-01,446031.42,Historical
2015-08-01,389005.69,Historical
2015-09-01,357028.28,Historical
2015-10-01,343171.8,Historical
2015-11-01,375529.55,Historical
2015-12-01,349517.95,Historical
2012-06-01,308374.19,Historical
2012-07-01,444777.15,Historical
2012-08-01,379718.33,Historical
2012-09-01,318026.89,Historical
2012-10-01,306846.25,Historical
2012-11-01,303186.94,Historical
2012-12-01,305322.59,Historical
2013-01-01,294046.56,Historical
2013-02-01,288297.12,Historical
2013-03-01,338293.22,Historical
2013-04-01,314862.74,Historical
2013-05-01,327855.85,Historical
2013-06-01,369148.72,Historical
2013-07-01,405219.24,Historical
2013-08-01,346023.78,Historical
2013-09-01,325619.88,Historical
2013-10-01,287569.41,Historical
2013-11-01,276733.23,Historical
2013-12-01,277617.38,Historical
2014-01-01,278980.4,Historical
2014-02-01,272125.32,Historical
2014-03-01,300434.26,Historical
2014-04-01,300617.45,Historical
2014-05-01,342703.83,Historical
2014-06-01,336977.27,Historical
2014-07-01,328249.28,Historical
2014-08-01,303670.89,Historical
2014-09-01,242724.15,Historical
2014-10-01,255764.1,Historical
2014-11-01,254502.5,Historical
2014-12-01,253652.99,Historical
2015-01-01,266975.96,Historical
2015-02-01,231859.53,Historical
2015-03-01,290768.37,Historical
2015-04-01,269254.29,Historical
2015-05-01,330072.77,Historical
2015-06-01,355339.34,Historical
2015-07-01,342865.8,Historical
2015-08-01,297230.08,Historical
2015-09-01,269716,Historical
2015-10-01,250704.78,Historical
2015-11-01,277422.94,Historical
2015-12-01,258539.67,Historical
2012-03-01,231140.4,Historical
2012-04-01,233985.41,Historical
2012-05-01,273451.13,Historical
2012-06-01,272655.88,Historical
2012-07-01,269775.8,Historical
2012-08-01,261883.76,Historical
2012-09-01,224951.8,Historical
2012-10-01,214734.58,Historical
2012-11-01,211606.61,Historical
2012-12-01,200448.21,Historical
2013-01-01,208771.94,Historical
2013-02-01,202318.01,Historical
2013-03-01,228368.68,Historical
2013-04-01,228909.01,Historical
2013-05-01,237969.73,Historical
2013-06-01,256292.08,Historical
2013-07-01,277887,Historical
2013-08-01,245186.94,Historical
2013-09-01,231106.73,Historical
2013-10-01,201087.89,Historical
2013-11-01,202352.9,Historical
2013-12-01,185989.76,Historical
2014-01-01,189132.49,Historical
2014-02-01,182874.44,Historical
2014-03-01,200980.34,Historical
2014-04-01,203385.44,Historical
2014-05-01,223746.97,Historical
2014-06-01,224430.65,Historical
2014-07-01,213948,Historical
2014-08-01,198098.99,Historical
2014-09-01,180978.62,Historical
2014-10-01,172314.49,Historical
2014-11-01,175429.47,Historical
2014-12-01,165153.14,Historical
2015-01-01,188679.58,Historical
2015-02-01,183596.42,Historical
2015-03-01,225444.95,Historical
2015-04-01,211851.77,Historical
2015-05-01,239499.53,Historical
2015-06-01,264040.71,Historical
2015-07-01,251028.37,Historical
2015-08-01,216801.29,Historical
2015-09-01,197795.12,Historical
2015-10-01,176714.79,Historical
2015-11-01,185863.21,Historical
2015-12-01,169497.33,Historical
2013-09-01,137809.43,Historical
2013-10-01,496223.08,Historical
2013-11-01,449532.86,Historical
2013-12-01,427762.77,Historical
2014-01-01,544131.49,Historical
2014-02-01,527680.64,Historical
2014-03-01,574033.12,Historical
2014-04-01,589343.81,Historical
2014-05-01,640013.48,Historical
2014-06-01,622213.84,Historical
2014-07-01,596027.04,Historical
2014-08-01,536956.18,Historical
2014-09-01,488526.64,Historical
2014-10-01,519335.55,Historical
2014-11-01,546144.05,Historical
2014-12-01,522027.06,Historical
2015-01-01,433025.73,Historical
2015-02-01,436402.06,Historical
2015-03-01,535514.83,Historical
2015-04-01,527687.87,Historical
2015-05-01,604325.55,Historical
2015-06-01,643606.17,Historical
2015-07-01,613126.21,Historical
2015-08-01,523522.57,Historical
2015-09-01,509076.18,Historical
2015-10-01,508737.22,Historical
2015-11-01,550362.43,Historical
2015-12-01,497342.6,Historical
2012-03-01,253979.91,Historical
2012-04-01,264361.47,Historical
2012-05-01,368430.17,Historical
2012-06-01,369601.12,Historical
2012-07-01,337080.09,Historical
2012-08-01,318330.97,Historical
2012-09-01,268076.24,Historical
2012-10-01,266241.48,Historical
2012-11-01,279352.24,Historical
2012-12-01,274655.67,Historical
2013-01-01,263546.51,Historical
2013-02-01,255951.38,Historical
2013-03-01,298387.84,Historical
2013-04-01,290637.92,Historical
2013-05-01,317618.44,Historical
2013-06-01,333054.3,Historical
2013-07-01,353613.84,Historical
2013-08-01,295997.63,Historical
2013-09-01,285313.05,Historical
2013-10-01,256670.14,Historical
2013-11-01,274379.94,Historical
2013-12-01,281454.35,Historical
2014-01-01,333606.04,Historical
2014-02-01,317366.55,Historical
2014-03-01,354128.67,Historical
2014-04-01,345319.95,Historical
2014-05-01,398303.72,Historical
2014-06-01,391657.69,Historical
2014-07-01,379540.92,Historical
2014-08-01,329117.16,Historical
2014-09-01,292998.87,Historical
2014-10-01,310562.49,Historical
2014-11-01,306137.33,Historical
2014-12-01,304530.28,Historical
2015-01-01,268883.24,Historical
2015-02-01,265888.52,Historical
2015-03-01,331202.16,Historical
2015-04-01,322090.44,Historical
2015-05-01,385823.78,Historical
2015-06-01,404844.32,Historical
2015-07-01,372297.31,Historical
2015-08-01,324076.55,Historical
2015-09-01,309465.61,Historical
2015-10-01,298010.21,Historical
2015-11-01,324773.17,Historical
2015-12-01,310290.6,Historical
2012-03-01,540188.59,Historical
2012-04-01,581041.26,Historical
2012-05-01,674688.92,Historical
2012-06-01,669362.59,Historical
2012-07-01,654527.97,Historical
2012-08-01,623417.56,Historical
2012-09-01,547002.55,Historical
2012-10-01,527301.8,Historical
2012-11-01,536921.4,Historical
2012-12-01,505779.89,Historical
2013-01-01,522146.51,Historical
2013-02-01,499376.22,Historical
2013-03-01,537021.24,Historical
2013-04-01,581032.79,Historical
2013-05-01,585226.43,Historical
2013-06-01,631736.8,Historical
2013-07-01,662936.69,Historical
2013-08-01,567786.67,Historical
2013-09-01,549866.21,Historical
2013-10-01,478432.89,Historical
2013-11-01,501728.18,Historical
2013-12-01,493993.64,Historical
2014-01-01,514625.07,Historical
2014-02-01,505310.47,Historical
2014-03-01,550535.29,Historical
2014-04-01,576181.51,Historical
2014-05-01,626274.58,Historical
2014-06-01,628933.84,Historical
2014-07-01,584681.56,Historical
2014-08-01,577898.29,Historical
2014-09-01,499357.87,Historical
2014-10-01,500172.98,Historical
2014-11-01,513181.76,Historical
2014-12-01,481487.42,Historical
2015-01-01,460184.46,Historical
2015-02-01,450793.36,Historical
2015-03-01,562584.62,Historical
2015-04-01,558748.56,Historical
2015-05-01,659767.93,Historical
2015-06-01,687914.36,Historical
2015-07-01,664888.73,Historical
2015-08-01,573513.47,Historical
2015-09-01,526454.96,Historical
2015-10-01,475905.02,Historical
2015-11-01,529796.57,Historical
2015-12-01,486623.14,Historical
2012-03-01,284122.68,Historical
2012-04-01,278680.96,Historical
2012-05-01,292606.85,Historical
2012-06-01,336901.07,Historical
2012-07-01,395853.41,Historical
2012-08-01,289085.85,Historical
2012-09-01,240102.5,Historical
2012-10-01,228535.06,Historical
2012-11-01,229319.75,Historical
2012-12-01,242114.78,Historical
2013-01-01,210242.49,Historical
2013-02-01,200892.11,Historical
2013-03-01,238752.83,Historical
2013-04-01,223206.95,Historical
2013-05-01,234441.67,Historical
2013-06-01,261347.38,Historical
2013-07-01,284786.81,Historical
2013-08-01,240178.18,Historical
2013-09-01,213273.62,Historical
2013-10-01,193388.52,Historical
2013-11-01,211210.07,Historical
2013-12-01,231532.95,Historical
2014-01-01,223869.74,Historical
2014-02-01,197313.13,Historical
2014-03-01,224314.63,Historical
2014-04-01,214236.36,Historical
2014-05-01,249212.69,Historical
2014-06-01,222730.23,Historical
2014-07-01,217671.71,Historical
2014-08-01,197331.68,Historical
2014-09-01,166387.82,Historical
2014-10-01,174885.26,Historical
2014-11-01,168226.34,Historical
2014-12-01,179002.42,Historical
2015-01-01,215832.85,Historical
2015-02-01,213433.86,Historical
2015-03-01,272280.32,Historical
2015-04-01,196384.51,Historical
2015-05-01,244567.31,Historical
2015-06-01,265744.79,Historical
2015-07-01,276852.86,Historical
2015-08-01,234134.35,Historical
2015-09-01,205538.9,Historical
2015-10-01,202828.64,Historical
2015-11-01,215185.37,Historical
2015-12-01,202628.49,Historical
2012-03-01,619103.31,Historical
2012-04-01,554543.52,Historical
2012-05-01,654261.14,Historical
2012-06-01,630389.17,Historical
2012-07-01,581183.8,Historical
2012-08-01,583723.84,Historical
2012-09-01,488303.53,Historical
2012-10-01,468926.79,Historical
2012-11-01,488902.95,Historical
2012-12-01,473588.45,Historical
2013-01-01,432090.66,Historical
2013-02-01,424990.86,Historical
2013-03-01,505048.28,Historical
2013-04-01,471541.14,Historical
2013-05-01,496345.92,Historical
2013-06-01,531351.09,Historical
2013-07-01,564254.74,Historical
2013-08-01,488153.76,Historical
2013-09-01,457070.89,Historical
2013-10-01,413106.37,Historical
2013-11-01,427828.02,Historical
2013-12-01,374511.33,Historical
2014-01-01,342909.82,Historical
2014-02-01,325908.6,Historical
2014-03-01,358776.78,Historical
2014-04-01,356839.04,Historical
2014-05-01,393841.77,Historical
2014-06-01,365920.51,Historical
2014-07-01,358824.32,Historical
2014-08-01,324914.11,Historical
2014-09-01,272544.2,Historical
2014-10-01,288949.06,Historical
2014-11-01,285565.45,Historical
2014-12-01,286709.09,Historical
2015-01-01,319495.98,Historical
2015-02-01,322253.39,Historical
2015-03-01,398328.44,Historical
2015-04-01,353713.12,Historical
2015-05-01,411444.91,Historical
2015-06-01,452193.14,Historical
2015-07-01,427351.82,Historical
2015-08-01,376293.66,Historical
2015-09-01,333587.66,Historical
2015-10-01,329752.6,Historical
2015-11-01,346217.93,Historical
2015-12-01,316278.5,Historical
2012-03-01,434965.56,Historical
2012-04-01,399711.87,Historical
2012-05-01,491316.9,Historical
2012-06-01,493344.22,Historical
2012-07-01,485742.93,Historical
2012-08-01,413482.65,Historical
2012-09-01,329740.62,Historical
2012-10-01,333917.85,Historical
2012-11-01,341918.79,Historical
2012-12-01,352917.01,Historical
2013-01-01,313956.61,Historical
2013-02-01,310188.67,Historical
2013-03-01,371963.33,Historical
2013-04-01,356991.88,Historical
2013-05-01,382812.88,Historical
2013-06-01,413538.77,Historical
2013-07-01,449881.16,Historical
2013-08-01,368312.23,Historical
2013-09-01,326944.69,Historical
2013-10-01,293654.67,Historical
2013-11-01,319724.48,Historical
2013-12-01,344779.92,Historical
2014-01-01,382265.93,Historical
2014-02-01,368259.77,Historical
2014-03-01,409016.2,Historical
2014-04-01,394367.97,Historical
2014-05-01,458360.34,Historical
2014-06-01,435877.27,Historical
2014-07-01,411353.04,Historical
2014-08-01,339061.64,Historical
2014-09-01,281827.1,Historical
2014-10-01,315270.6,Historical
2014-11-01,308896.63,Historical
2014-12-01,321163.59,Historical
2015-01-01,313342.16,Historical
2015-02-01,306739.9,Historical
2015-03-01,401250.26,Historical
2015-04-01,337024.21,Historical
2015-05-01,422573.01,Historical
2015-06-01,447439.99,Historical
2015-07-01,430768.88,Historical
2015-08-01,372786.24,Historical
2015-09-01,331730.17,Historical
2015-10-01,345470.83,Historical
2015-11-01,356267.15,Historical
2015-12-01,334869.22,Historical
2012-03-01,227602.7,Historical
2012-04-01,237713.82,Historical
2012-05-01,261395.32,Historical
2012-06-01,268943.83,Historical
2012-07-01,273389.26,Historical
2012-08-01,263149.07,Historical
2012-09-01,228010.51,Historical
2012-10-01,215543.74,Historical
2012-11-01,216357.01,Historical
2012-12-01,202635.69,Historical
2013-01-01,187015.53,Historical
2013-02-01,180405.26,Historical
2013-03-01,210096.26,Historical
2013-04-01,204540.23,Historical
2013-05-01,222413.37,Historical
2013-06-01,225480.08,Historical
2013-07-01,255923.22,Historical
2013-08-01,227548.51,Historical
2013-09-01,208166.52,Historical
2013-10-01,183239.51,Historical
2013-11-01,195366.35,Historical
2013-12-01,191475.12,Historical
2014-01-01,213006.06,Historical
2014-02-01,191320.97,Historical
2014-03-01,201617.19,Historical
2014-04-01,215925.35,Historical
2014-05-01,244793.37,Historical
2014-06-01,242485.14,Historical
2014-07-01,250233.5,Historical
2014-08-01,221091.67,Historical
2014-09-01,206523.88,Historical
2014-10-01,210233.71,Historical
2014-11-01,201163.7,Historical
2014-12-01,197485.11,Historical
2015-01-01,188422.82,Historical
2015-02-01,177515.3,Historical
2015-03-01,230136.71,Historical
2015-04-01,194990.23,Historical
2015-05-01,243523.02,Historical
2015-06-01,236464.08,Historical
2015-07-01,251065.67,Historical
2015-08-01,228263.83,Historical
2015-09-01,214371.29,Historical
2015-10-01,203527.15,Historical
2015-11-01,213700.2,Historical
2015-12-01,190178.07,Historical
2013-05-01,280644.72,Historical
2013-06-01,360358.18,Historical
2013-07-01,372435.63,Historical
2013-08-01,298226.54,Historical
2013-09-01,277676,Historical
2013-10-01,234982.26,Historical
2013-11-01,258960.72,Historical
2013-12-01,271986.47,Historical
2014-01-01,303772.47,Historical
2014-02-01,292655.67,Historical
2014-03-01,310348.92,Historical
2014-04-01,288786.41,Historical
2014-05-01,321235.83,Historical
2014-06-01,304673.06,Historical
2014-07-01,298302.79,Historical
2014-08-01,286774.16,Historical
2014-09-01,251729.48,Historical
2014-10-01,246121.09,Historical
2014-11-01,263971.16,Historical
2014-12-01,265941.21,Historical
2015-01-01,259448.8,Historical
2015-02-01,256958.64,Historical
2015-03-01,334139.44,Historical
2015-04-01,255093.07,Historical
2015-05-01,316945,Historical
2015-06-01,325530.46,Historical
2015-07-01,348923.78,Historical
2015-08-01,319707.86,Historical
2015-09-01,278679.99,Historical
2015-10-01,289748.56,Historical
2015-11-01,304734.27,Historical
2015-12-01,297894.7,Historical
2012-03-01,281117.29,Historical
2012-04-01,284311.52,Historical
2012-05-01,328012.91,Historical
2012-06-01,328988.15,Historical
2012-07-01,315267.72,Historical
2012-08-01,285762.21,Historical
2012-09-01,245873.69,Historical
2012-10-01,247011.87,Historical
2012-11-01,254298.97,Historical
2012-12-01,259475.17,Historical
2013-01-01,238068.82,Historical
2013-02-01,231301.44,Historical
2013-03-01,269787.99,Historical
2013-04-01,257224.01,Historical
2013-05-01,273705.53,Historical
2013-06-01,292262.32,Historical
2013-07-01,316744.31,Historical
2013-08-01,266400.74,Historical
2013-09-01,251187.53,Historical
2013-10-01,217502.69,Historical
2013-11-01,229831.37,Historical
2013-12-01,248565.32,Historical
2014-01-01,236404.79,Historical
2014-02-01,239949.49,Historical
2014-03-01,261636.99,Historical
2014-04-01,250336.8,Historical
2014-05-01,287448.59,Historical
2014-06-01,275904.03,Historical
2014-07-01,272373.33,Historical
2014-08-01,251367.08,Historical
2014-09-01,152840.01,Historical
2014-10-01,174069.27,Historical
2014-11-01,177762.33,Historical
2014-12-01,183989.84,Historical
2015-01-01,218776.41,Historical
2015-02-01,216152.47,Historical
2015-03-01,251245.04,Historical
2015-04-01,227256.74,Historical
2015-05-01,277378.68,Historical
2015-06-01,289887.11,Historical
2015-07-01,267239.21,Historical
2015-08-01,236244.61,Historical
2015-09-01,223566.29,Historical
2015-10-01,222113.63,Historical
2015-11-01,239225.61,Historical
2015-12-01,228727.37,Historical
2012-03-01,408795.15,Historical
2012-04-01,378377.39,Historical
2012-05-01,422795.89,Historical
2012-06-01,389782.36,Historical
2012-07-01,381683.33,Historical
2012-08-01,344985.67,Historical
2012-09-01,298357.84,Historical
2012-10-01,287325.04,Historical
2012-11-01,296142.44,Historical
2012-12-01,322548.13,Historical
2013-01-01,288620.06,Historical
2013-02-01,270640.29,Historical
2013-03-01,315906.91,Historical
2013-04-01,290172.65,Historical
2013-05-01,302028.27,Historical
2013-06-01,313203.62,Historical
2013-07-01,343636.71,Historical
2013-08-01,290122.49,Historical
2013-09-01,273853.43,Historical
