Date,Sales Value,Type of Sales
2013-11-01,178675.89,Historical
2013-12-01,182691.59,Historical
2014-01-01,181369.98,Historical
2014-02-01,166700.48,Historical
2014-03-01,188418.65,Historical
2014-04-01,174530.73,Historical
2014-05-01,215773.77,Historical
2014-06-01,200176.21,Historical
2014-07-01,195721.32,Historical
2014-08-01,173893.44,Historical
2014-09-01,149542.36,Historical
2014-10-01,155881.52,Historical
2014-11-01,154468.35,Historical
2014-12-01,149898.24,Historical
2015-01-01,180064.9,Historical
2015-02-01,169334.59,Historical
2015-03-01,214189.19,Historical
2015-04-01,184752.77,Historical
2015-05-01,220849.86,Historical
2015-06-01,234178.09,Historical
2015-07-01,228396.49,Historical
2015-08-01,199720.29,Historical
2015-09-01,182609.4,Historical
2015-10-01,179211.26,Historical
2015-11-01,184178.56,Historical
2015-12-01,166068.56,Historical
2012-03-01,253769.98,Historical
2012-04-01,270194.92,Historical
2012-05-01,287905.03,Historical
2012-06-01,265941.68,Historical
2012-07-01,269331.26,Historical
2012-08-01,233442.79,Historical
2012-09-01,204409.15,Historical
2012-10-01,195889.69,Historical
2012-11-01,211641.28,Historical
2012-12-01,215398.73,Historical
2013-01-01,181559.06,Historical
2013-02-01,177273.3,Historical
2013-03-01,209004.27,Historical
2013-04-01,195397.37,Historical
2013-05-01,205461.88,Historical
2013-06-01,225611.64,Historical
2013-07-01,238890.53,Historical
2013-08-01,201688.99,Historical
2013-09-01,196322.39,Historical
2013-10-01,169080.28,Historical
2013-11-01,182045.39,Historical
2013-12-01,202236.35,Historical
2014-01-01,184214.22,Historical
2014-02-01,169544.65,Historical
2014-03-01,186019.58,Historical
2014-04-01,176844.5,Historical
2014-05-01,212012.28,Historical
2014-06-01,191746.48,Historical
2014-07-01,196378.83,Historical
2014-08-01,162505.96,Historical
2014-09-01,138100.55,Historical
2014-10-01,147578.63,Historical
2014-11-01,144139.05,Historical
2014-12-01,135898.92,Historical
2015-01-01,182402.4,Historical
2015-02-01,174938.63,Historical
2015-03-01,228276.84,Historical
2015-04-01,197204.02,Historical
2015-05-01,237198.57,Historical
2015-06-01,256484,Historical
2015-07-01,205137.1,Historical
2015-08-01,195342.42,Historical
2015-09-01,164324.99,Historical
2015-10-01,165806.62,Historical
2015-11-01,172595.45,Historical
2015-12-01,169373.41,Historical
2012-03-01,130171.74,Historical
2012-04-01,134559.19,Historical
2012-05-01,151364.83,Historical
2012-06-01,142253.07,Historical
2012-07-01,123580.41,Historical
2012-08-01,113885.95,Historical
2012-09-01,101144.19,Historical
2012-10-01,100285.93,Historical
2012-11-01,102092.39,Historical
2012-12-01,98750.86,Historical
2013-01-01,93036.27,Historical
2013-02-01,86742.65,Historical
2013-03-01,102258.47,Historical
2013-04-01,96438.74,Historical
2013-05-01,104375.61,Historical
2013-06-01,110301.86,Historical
2013-07-01,121556.55,Historical
2013-08-01,93116.5,Historical
2013-09-01,95794.07,Historical
2013-10-01,81987.14,Historical
2013-11-01,85385.75,Historical
2013-12-01,88547.99,Historical
2014-01-01,85362.31,Historical
2014-02-01,82712.53,Historical
2014-03-01,89561.59,Historical
2014-04-01,81094.54,Historical
2014-05-01,97868.71,Historical
2014-06-01,91680.73,Historical
2014-07-01,80032.34,Historical
2014-08-01,34856.45,Historical
2015-01-01,80831.22,Historical
2015-02-01,70091.5,Historical
2015-03-01,88509.55,Historical
2015-04-01,86770.93,Historical
2015-05-01,95145.76,Historical
2015-06-01,109362.76,Historical
2015-07-01,100291.03,Historical
2015-08-01,88447.56,Historical
2015-09-01,83680.11,Historical
2015-10-01,80916.98,Historical
2015-11-01,83409.46,Historical
2015-12-01,75059.58,Historical
2012-03-01,190184.85,Historical
2012-04-01,185123.1,Historical
2012-05-01,208543.3,Historical
2012-06-01,212213.66,Historical
2012-07-01,213146.43,Historical
2012-08-01,204062.61,Historical
2012-09-01,165290.98,Historical
2012-10-01,154496.18,Historical
2012-11-01,144712.82,Historical
2012-12-01,153585.33,Historical
2013-01-01,142600.51,Historical
2013-02-01,135356.28,Historical
2013-03-01,154906.89,Historical
2013-04-01,146732.72,Historical
2013-05-01,157962.51,Historical
2013-06-01,167398.93,Historical
2013-07-01,181236.58,Historical
2013-08-01,148303.99,Historical
2013-09-01,140516.67,Historical
2013-10-01,131185.77,Historical
2013-11-01,132875.74,Historical
2013-12-01,142315.44,Historical
2014-01-01,148724.1,Historical
2014-02-01,83081.47,Historical
2014-06-01,0,Historical
2014-07-01,0,Historical
2015-01-01,132257.51,Historical
2015-02-01,126722.43,Historical
2015-03-01,149204.08,Historical
2015-04-01,129315.09,Historical
2015-05-01,163967.45,Historical
2015-06-01,169696.34,Historical
2015-07-01,164701.68,Historical
2015-08-01,146358.48,Historical
2015-09-01,134426.2,Historical
2015-10-01,134032.57,Historical
2015-11-01,139424.09,Historical
2015-12-01,125102.74,Historical
2012-03-01,437824.24,Historical
2012-04-01,402316.02,Historical
2012-05-01,461781.38,Historical
2012-06-01,451495.8,Historical
2012-07-01,450805.14,Historical
2012-08-01,415997.98,Historical
2012-09-01,353104.85,Historical
2012-10-01,338479.27,Historical
2012-11-01,355350.64,Historical
2012-12-01,370066.9,Historical
2013-01-01,321757.5,Historical
2013-02-01,299972.69,Historical
2013-03-01,340713.83,Historical
2013-04-01,306452.95,Historical
2013-05-01,323732.22,Historical
2013-06-01,347457.07,Historical
2013-07-01,380880.26,Historical
2013-08-01,316343.14,Historical
2013-09-01,283957.89,Historical
2013-10-01,253071.54,Historical
2013-11-01,284769.14,Historical
2013-12-01,302130.29,Historical
2014-01-01,285540.05,Historical
2014-02-01,270576.96,Historical
2014-03-01,302091.21,Historical
2014-04-01,284542.09,Historical
2014-05-01,322138.27,Historical
2014-06-01,319691.2,Historical
2014-07-01,315768.6,Historical
2014-08-01,274984.07,Historical
2014-09-01,234964.63,Historical
2014-10-01,253611.15,Historical
2014-11-01,257439.13,Historical
2014-12-01,256339.4,Historical
2015-01-01,269022.4,Historical
2015-02-01,266344.16,Historical
2015-03-01,329202.46,Historical
2015-04-01,289891.8,Historical
2015-05-01,322712.53,Historical
2015-06-01,333373.22,Historical
2015-07-01,337660.61,Historical
2015-08-01,298538,Historical
2015-09-01,267606.89,Historical
2015-10-01,266371.36,Historical
2015-11-01,294103.92,Historical
2015-12-01,269887.39,Historical
2012-03-01,238035.12,Historical
2012-04-01,228367.57,Historical
2012-05-01,266492.3,Historical
2012-06-01,257195.09,Historical
2012-07-01,245241.97,Historical
2012-08-01,230442.87,Historical
2012-09-01,203631.51,Historical
2012-10-01,198024.89,Historical
2012-11-01,194592.46,Historical
2012-12-01,191089.05,Historical
2013-01-01,187753.43,Historical
2013-02-01,180308.27,Historical
2013-03-01,203257.94,Historical
2013-04-01,191011.1,Historical
2013-05-01,208759.86,Historical
2013-06-01,223039.44,Historical
2013-07-01,243798.19,Historical
2013-08-01,204890.19,Historical
2013-09-01,197091.72,Historical
2013-10-01,179209.84,Historical
2013-11-01,177309.57,Historical
2013-12-01,177506.65,Historical
2014-01-01,188415.41,Historical
2014-02-01,185474.09,Historical
2014-03-01,205499.21,Historical
2014-04-01,200213.37,Historical
2014-05-01,214081.96,Historical
2014-06-01,204091.66,Historical
2014-07-01,202637.24,Historical
2014-08-01,191034.95,Historical
2014-09-01,161108.36,Historical
2014-10-01,169232.25,Historical
2014-11-01,163791.03,Historical
2014-12-01,160538.43,Historical
2015-01-01,176427.93,Historical
2015-02-01,162679.69,Historical
2015-03-01,191392.75,Historical
2015-04-01,183674.18,Historical
2015-05-01,204738.09,Historical
2015-06-01,224515.63,Historical
2015-07-01,214980.79,Historical
2015-08-01,183505.48,Historical
2015-09-01,173405.51,Historical
2015-10-01,172015.46,Historical
2015-11-01,179898.04,Historical
2015-12-01,164518.54,Historical
2012-03-01,245858.94,Historical
2012-04-01,226235.28,Historical
2012-05-01,263542.44,Historical
2012-06-01,264720.62,Historical
2012-07-01,252392.75,Historical
2012-08-01,234975.85,Historical
2012-09-01,195981.63,Historical
2012-10-01,186924.84,Historical
2012-11-01,190176.54,Historical
2012-12-01,186002.32,Historical
2013-01-01,174014.73,Historical
2013-02-01,168620.39,Historical
2013-03-01,194112.75,Historical
2013-04-01,178652.97,Historical
2013-05-01,189640.03,Historical
2013-06-01,205887.05,Historical
2013-07-01,224761.79,Historical
2013-08-01,187440.75,Historical
2013-09-01,173147.79,Historical
2013-10-01,154984.41,Historical
2013-11-01,159569.04,Historical
2013-12-01,165011.92,Historical
2014-01-01,187747.69,Historical
2014-02-01,185606.06,Historical
2014-03-01,211952.91,Historical
2014-04-01,199626.28,Historical
2014-05-01,224490.76,Historical
2014-06-01,223383.6,Historical
2014-07-01,212893.86,Historical
2014-08-01,186406.65,Historical
2014-09-01,155934.61,Historical
2014-10-01,168754.1,Historical
2014-11-01,161227.32,Historical
2014-12-01,155146.77,Historical
2015-01-01,160237.52,Historical
2015-02-01,150909.74,Historical
2015-03-01,183808.29,Historical
2015-04-01,172521.67,Historical
2015-05-01,208657.29,Historical
2015-06-01,225628.39,Historical
2015-07-01,213694.7,Historical
2015-08-01,186255.33,Historical
2015-09-01,172297.89,Historical
2015-10-01,167181.91,Historical
2015-11-01,177058.46,Historical
2015-12-01,154882.3,Historical
2012-03-01,228632.44,Historical
2012-04-01,235470.7,Historical
2012-05-01,253270.37,Historical
2012-06-01,256716.75,Historical
2012-07-01,281138.51,Historical
2012-08-01,251971.08,Historical
2012-09-01,218079.65,Historical
2012-10-01,215196.42,Historical
2012-11-01,221496.84,Historical
2012-12-01,225160.41,Historical
2013-01-01,197648,Historical
2013-02-01,191488.35,Historical
2013-03-01,218022.41,Historical
2013-04-01,200154.77,Historical
2013-05-01,220079.55,Historical
2013-06-01,237468.89,Historical
2013-07-01,257837.48,Historical
2013-08-01,222481.32,Historical
2013-09-01,211650.65,Historical
2013-10-01,184543.59,Historical
2013-11-01,197756.32,Historical
2013-12-01,215255.3,Historical
2014-01-01,221704.59,Historical
2014-02-01,204298.44,Historical
2014-03-01,223113.79,Historical
2014-04-01,212717.11,Historical
2014-05-01,249722.95,Historical
2014-06-01,225988.9,Historical
2014-07-01,228495.04,Historical
2014-08-01,212275.74,Historical
2014-09-01,183372.66,Historical
2014-10-01,204407.38,Historical
2014-11-01,195023.01,Historical
2014-12-01,185057.7,Historical
2015-01-01,201557.67,Historical
2015-02-01,197187.96,Historical
2015-03-01,238865.83,Historical
2015-04-01,207810.84,Historical
2015-05-01,259814.56,Historical
2015-06-01,259758.26,Historical
2015-07-01,259647.79,Historical
2015-08-01,231077.8,Historical
2015-09-01,208254.09,Historical
2015-10-01,211179.41,Historical
2015-11-01,221695.29,Historical
2015-12-01,202648.71,Historical
